lon,lat,value
45.5,-44.231895,10.138236
46.5,-44.231895,9.952597
47.5,-44.231895,9.791166
48.5,-44.231895,9.818467
49.5,-44.231895,9.891484
50.5,-44.231895,9.904149
51.5,-44.231895,9.833196
52.5,-44.231895,9.712657
53.5,-44.231895,9.685102
54.5,-44.231895,9.790537
55.5,-44.231895,10.028856
56.5,-44.231895,10.349048
57.5,-44.231895,10.658953
58.5,-44.231895,10.843943
59.5,-44.231895,10.873159
60.5,-43.4171,11.421506
61.5,-43.4171,11.329154
62.5,-43.4171,11.230403
63.5,-43.4171,11.137947
64.5,-43.4171,11.061338
65.5,-43.4171,11.01235
66.5,-43.4171,11.035562
67.5,-43.4171,11.115162
68.5,-43.4171,11.24933
69.5,-43.4171,11.405068
70.5,-43.4171,11.554042
71.5,-43.4171,11.684594
72.5,-43.4171,11.778433
73.5,-43.4171,11.809135
74.5,-43.4171,11.76678
75.5,-43.4171,11.662371
76.5,-43.4171,11.509034
77.5,-43.4171,11.328534
78.5,-43.4171,11.146321
79.5,-43.4171,10.992144
80.5,-43.4171,10.898191
81.5,-43.4171,10.881981
82.5,-43.4171,10.908365
83.5,-43.4171,10.958677
84.5,-43.4171,11.022087
85.5,-43.4171,11.092492
86.5,-43.4171,11.164835
87.5,-43.4171,11.23234
88.5,-43.4171,11.28271
89.5,-43.4171,11.302136
90.5,-43.4171,11.28795
91.5,-43.4171,11.247469
92.5,-43.4171,11.198637
93.5,-43.4171,11.176344
94.5,-43.4171,11.20727
95.5,-43.4171,11.284681
96.5,-43.4171,11.402184
97.5,-43.4171,11.532046
98.5,-43.4171,11.650689
99.5,-43.4171,11.736462
100.5,-43.4171,11.774056
101.5,-43.4171,11.776653
102.5,-43.4171,11.757108
103.5,-43.4171,11.729443
104.5,-43.4171,11.70475
105.5,-43.4171,11.689219
106.5,-43.4171,11.682647
107.5,-43.4171,11.684346
108.5,-43.4171,11.699629
109.5,-43.4171,11.732502
110.5,-43.4171,11.786695
111.5,-43.4171,11.863744
112.5,-43.4171,11.96328
113.5,-43.4171,12.081509
114.5,-43.4171,12.208167
115.5,-43.4171,12.332914
116.5,-43.4171,12.439497
117.5,-43.4171,12.512182
118.5,-43.4171,12.550624
119.5,-43.4171,12.563354
120.5,-43.4171,12.562185
121.5,-43.4171,12.552183
122.5,-43.4171,12.5345545
123.5,-43.4171,12.510471
124.5,-43.4171,12.482962
125.5,-43.4171,12.45846
126.5,-43.4171,12.439329
127.5,-43.4171,12.43052
128.5,-43.4171,12.434258
129.5,-43.4171,12.4480715
130.5,-43.4171,12.473496
131.5,-43.4171,12.510221
132.5,-43.4171,12.551228
133.5,-43.4171,12.596667
134.5,-43.4171,12.646344
135.5,-43.4171,12.679944
136.5,-43.4171,12.70227
137.5,-43.4171,12.72005
138.5,-43.4171,12.732902
139.5,-43.4171,12.751581
140.5,-43.4171,12.797162
141.5,-43.4171,12.890149
142.5,-43.4171,13.038599
143.5,-43.4171,13.261783
144.5,-43.4171,13.575936
145.5,-43.4171,13.771057
147.5,-43.4171,13.479297
148.5,-43.4171,13.286136
149.5,-43.4171,12.903508
150.5,-43.4171,12.650665
151.5,-43.4171,12.628498
152.5,-43.4171,12.745232
153.5,-43.4171,12.89247
154.5,-43.4171,12.987
155.5,-43.4171,12.991752
156.5,-43.4171,12.958171
157.5,-43.4171,12.920821
158.5,-43.4171,12.89796
159.5,-43.4171,12.885055
160.5,-43.4171,12.884575
161.5,-43.4171,12.88227
162.5,-43.4171,12.873045
163.5,-43.4171,12.872114
164.5,-43.4171,12.881547
165.5,-43.4171,12.906448
166.5,-43.4171,12.963648
167.5,-43.4171,13.09621
168.5,-43.4171,13.342512
173.5,-43.4171,12.767263
174.5,-43.4171,12.529373
175.5,-43.4171,12.199516
176.5,-43.4171,11.954079
177.5,-43.4171,11.800818
178.5,-43.4171,11.753602
179.5,-43.4171,11.776254
180.5,-43.4171,11.8162365
181.5,-43.4171,11.83058
182.5,-43.4171,11.820703
183.5,-43.4171,11.828722
184.5,-43.4171,11.883974
185.5,-43.4171,11.995088
186.5,-43.4171,12.148398
187.5,-43.4171,12.306701
188.5,-43.4171,12.451829
189.5,-43.4171,12.573133
190.5,-43.4171,12.66127
191.5,-43.4171,12.73272
192.5,-43.4171,12.800362
193.5,-43.4171,12.881297
194.5,-43.4171,12.99132
195.5,-43.4171,13.155148
196.5,-43.4171,13.393896
197.5,-43.4171,13.67738
198.5,-43.4171,13.940216
199.5,-43.4171,14.107957
200.5,-43.4171,14.148947
201.5,-43.4171,14.100549
202.5,-43.4171,14.001172
203.5,-43.4171,13.876062
204.5,-43.4171,13.757052
205.5,-43.4171,13.653899
206.5,-43.4171,13.565198
207.5,-43.4171,13.492345
208.5,-43.4171,13.430163
209.5,-43.4171,13.371173
210.5,-43.4171,13.311486
211.5,-43.4171,13.254957
212.5,-43.4171,13.2008095
213.5,-43.4171,13.150124
214.5,-43.4171,13.107578
215.5,-43.4171,13.073669
216.5,-43.4171,13.046559
217.5,-43.4171,13.026195
218.5,-43.4171,13.012155
219.5,-43.4171,13.003562
220.5,-43.4171,12.998404
221.5,-43.4171,12.992794
222.5,-43.4171,12.985533
223.5,-43.4171,12.975747
224.5,-43.4171,12.964811
225.5,-43.4171,12.953838
226.5,-43.4171,12.942954
227.5,-43.4171,12.933027
228.5,-43.4171,12.924496
229.5,-43.4171,12.917455
230.5,-43.4171,12.911889
231.5,-43.4171,12.908323
232.5,-43.4171,12.905916
233.5,-43.4171,12.905133
234.5,-43.4171,12.9036045
235.5,-43.4171,12.899223
236.5,-43.4171,12.8923435
237.5,-43.4171,12.881658
238.5,-43.4171,12.868135
239.5,-43.4171,12.852797
240.5,-43.4171,12.8375225
241.5,-43.4171,12.825084
242.5,-43.4171,12.816087
243.5,-43.4171,12.810687
244.5,-43.4171,12.808956
245.5,-43.4171,12.80989
246.5,-43.4171,12.812718
247.5,-43.4171,12.820717
248.5,-43.4171,12.832422
249.5,-43.4171,12.841998
250.5,-43.4171,12.840436
251.5,-43.4171,12.811976
252.5,-43.4171,12.76216
253.5,-43.4171,12.703093
254.5,-43.4171,12.640647
255.5,-43.4171,12.588849
256.5,-43.4171,12.564717
257.5,-43.4171,12.567547
258.5,-43.4171,12.598443
259.5,-43.4171,12.647015
260.5,-43.4171,12.700851
261.5,-43.4171,12.753215
262.5,-43.4171,12.791491
263.5,-43.4171,12.810802
264.5,-43.4171,12.815535
265.5,-43.4171,12.806649
266.5,-43.4171,12.785516
267.5,-43.4171,12.761171
268.5,-43.4171,12.738777
269.5,-43.4171,12.726427
270.5,-43.4171,12.730604
271.5,-43.4171,12.762479
272.5,-43.4171,12.81761
273.5,-43.4171,12.876854
274.5,-43.4171,12.945522
275.5,-43.4171,13.021153
276.5,-43.4171,13.088713
277.5,-43.4171,13.131456
278.5,-43.4171,13.159823
279.5,-43.4171,13.152761
280.5,-43.4171,13.085477
281.5,-43.4171,12.980474
282.5,-43.4171,12.820523
283.5,-43.4171,12.616208
284.5,-43.4171,12.431302
285.5,-43.4171,12.465626
295.5,-43.4171,13.235735
296.5,-43.4171,13.128869
297.5,-43.4171,12.951056
298.5,-43.4171,12.735511
299.5,-43.4171,11.763673
300.5,-43.4171,10.812704
301.5,-43.4171,10.481172
302.5,-43.4171,10.265836
303.5,-43.4171,10.084065
304.5,-43.4171,10.017673
305.5,-43.4171,10.062733
306.5,-43.4171,10.164289
307.5,-43.4171,10.28403
308.5,-43.4171,10.384717
309.5,-43.4171,10.4660015
310.5,-43.4171,10.534138
311.5,-43.4171,10.590602
312.5,-43.4171,10.640551
313.5,-43.4171,10.678829
314.5,-43.4171,10.70134
315.5,-43.4171,10.708096
316.5,-43.4171,10.698005
317.5,-43.4171,10.676214
318.5,-43.4171,10.649746
319.5,-43.4171,10.62368
320.5,-43.4171,10.605707
321.5,-43.4171,10.599858
322.5,-43.4171,10.606746
323.5,-43.4171,10.62445
324.5,-43.4171,10.654074
325.5,-43.4171,10.695934
326.5,-43.4171,10.757125
327.5,-43.4171,10.837767
328.5,-43.4171,10.926468
329.5,-43.4171,10.99961
330.5,-43.4171,11.038055
331.5,-43.4171,11.045129
332.5,-43.4171,11.031991
333.5,-43.4171,11.00887
334.5,-43.4171,10.975601
335.5,-43.4171,10.914697
336.5,-43.4171,10.80704
337.5,-43.4171,10.637581
338.5,-43.4171,10.392746
339.5,-43.4171,10.07591
340.5,-43.4171,9.693369
341.5,-43.4171,9.258185
342.5,-43.4171,8.810219
343.5,-43.4171,8.450262
344.5,-43.4171,8.346518
345.5,-43.4171,8.565589
346.5,-43.4171,9.119865
347.5,-43.4171,9.81393
348.5,-43.4171,10.329445
349.5,-43.4171,10.661426
350.5,-43.4171,10.889877
351.5,-43.4171,11.032223
352.5,-43.4171,11.125935
353.5,-43.4171,11.221471
354.5,-43.4171,11.346828
355.5,-43.4171,11.487803
356.5,-43.4171,11.565152
357.5,-43.4171,11.53784
358.5,-43.4171,11.434244
359.5,-43.4171,11.298929
0.5,-43.4171,11.195834
1.5,-43.4171,11.169306
2.5,-43.4171,11.207769
3.5,-43.4171,11.280178
4.5,-43.4171,11.348109
5.5,-43.4171,11.382477
6.5,-43.4171,11.390521
7.5,-43.4171,11.395466
8.5,-43.4171,11.424691
9.5,-43.4171,11.483945
10.5,-43.4171,11.556833
11.5,-43.4171,11.601472
12.5,-43.4171,11.588266
13.5,-43.4171,11.52699
14.5,-43.4171,11.432999
15.5,-43.4171,11.31874
16.5,-43.4171,11.197282
17.5,-43.4171,11.0875635
18.5,-43.4171,11.004747
19.5,-43.4171,10.949354
20.5,-43.4171,10.913728
21.5,-43.4171,10.886124
22.5,-43.4171,10.850361
23.5,-43.4171,10.796342
24.5,-43.4171,10.7304125
25.5,-43.4171,10.664287
26.5,-43.4171,10.6161785
27.5,-43.4171,10.601507
28.5,-43.4171,10.611365
29.5,-43.4171,10.621242
30.5,-43.4171,10.602897
31.5,-43.4171,10.546905
32.5,-43.4171,10.450168
33.5,-43.4171,10.314494
34.5,-43.4171,10.158133
35.5,-43.4171,10.011878
36.5,-43.4171,9.920504
37.5,-43.4171,9.90606
38.5,-43.4171,9.954548
39.5,-43.4171,10.0783205
40.5,-43.4171,10.277428
41.5,-43.4171,10.498057
42.5,-43.4171,10.697428
43.5,-43.4171,10.853133
44.5,-43.4171,10.955054
45.5,-43.4171,10.975236
46.5,-43.4171,10.941456
47.5,-43.4171,10.8812685
48.5,-43.4171,10.909885
49.5,-43.4171,10.976407
50.5,-43.4171,11.010502
51.5,-43.4171,10.966945
52.5,-43.4171,10.858399
53.5,-43.4171,10.777108
54.5,-43.4171,10.829268
55.5,-43.4171,10.995315
56.5,-43.4171,11.217552
57.5,-43.4171,11.397709
58.5,-43.4171,11.482442
59.5,-43.4171,11.483438
60.5,-42.59466,12.062992
61.5,-42.59466,11.981598
62.5,-42.59466,11.91307
63.5,-42.59466,11.872061
64.5,-42.59466,11.863708
65.5,-42.59466,11.896117
66.5,-42.59466,11.965608
67.5,-42.59466,12.074502
68.5,-42.59466,12.219973
69.5,-42.59466,12.37804
70.5,-42.59466,12.522103
71.5,-42.59466,12.620717
72.5,-42.59466,12.627154
73.5,-42.59466,12.542833
74.5,-42.59466,12.378153
75.5,-42.59466,12.169231
76.5,-42.59466,11.948161
77.5,-42.59466,11.738986
78.5,-42.59466,11.570419
79.5,-42.59466,11.4534645
80.5,-42.59466,11.398106
81.5,-42.59466,11.394123
82.5,-42.59466,11.417231
83.5,-42.59466,11.452509
84.5,-42.59466,11.495071
85.5,-42.59466,11.542127
86.5,-42.59466,11.588896
87.5,-42.59466,11.629278
88.5,-42.59466,11.657019
89.5,-42.59466,11.667467
90.5,-42.59466,11.662219
91.5,-42.59466,11.650511
92.5,-42.59466,11.652532
93.5,-42.59466,11.686082
94.5,-42.59466,11.752654
95.5,-42.59466,11.852455
96.5,-42.59466,11.972463
97.5,-42.59466,12.08835
98.5,-42.59466,12.177902
99.5,-42.59466,12.216126
100.5,-42.59466,12.210723
101.5,-42.59466,12.173222
102.5,-42.59466,12.117142
103.5,-42.59466,12.062905
104.5,-42.59466,12.0230255
105.5,-42.59466,12.001959
106.5,-42.59466,11.998422
107.5,-42.59466,12.01012
108.5,-42.59466,12.040417
109.5,-42.59466,12.092919
110.5,-42.59466,12.169027
111.5,-42.59466,12.268439
112.5,-42.59466,12.388074
113.5,-42.59466,12.519051
114.5,-42.59466,12.643365
115.5,-42.59466,12.74448
116.5,-42.59466,12.803982
117.5,-42.59466,12.821386
118.5,-42.59466,12.811642
119.5,-42.59466,12.785737
120.5,-42.59466,12.756214
121.5,-42.59466,12.7317095
122.5,-42.59466,12.711174
123.5,-42.59466,12.693285
124.5,-42.59466,12.680848
125.5,-42.59466,12.675043
126.5,-42.59466,12.677761
127.5,-42.59466,12.691994
128.5,-42.59466,12.7150345
129.5,-42.59466,12.747496
130.5,-42.59466,12.790043
131.5,-42.59466,12.839042
132.5,-42.59466,12.885546
133.5,-42.59466,12.9308405
134.5,-42.59466,12.97394
135.5,-42.59466,12.995979
136.5,-42.59466,13.007988
137.5,-42.59466,13.020437
138.5,-42.59466,13.038314
139.5,-42.59466,13.074285
140.5,-42.59466,13.150018
141.5,-42.59466,13.284717
142.5,-42.59466,13.475281
143.5,-42.59466,13.727918
144.5,-42.59466,14.039416
148.5,-42.59466,13.597287
149.5,-42.59466,13.310467
150.5,-42.59466,12.999462
151.5,-42.59466,12.950368
152.5,-42.59466,13.091815
153.5,-42.59466,13.291915
154.5,-42.59466,13.40999
155.5,-42.59466,13.403605
156.5,-42.59466,13.346601
157.5,-42.59466,13.2834
158.5,-42.59466,13.236432
159.5,-42.59466,13.204562
160.5,-42.59466,13.183616
161.5,-42.59466,13.15843
162.5,-42.59466,13.125585
163.5,-42.59466,13.104771
164.5,-42.59466,13.10031
165.5,-42.59466,13.122757
166.5,-42.59466,13.173462
167.5,-42.59466,13.254411
168.5,-42.59466,13.390875
169.5,-42.59466,13.56077
170.5,-42.59466,13.802562
174.5,-42.59466,13.133224
175.5,-42.59466,12.981955
176.5,-42.59466,12.720049
177.5,-42.59466,12.350427
178.5,-42.59466,12.237914
179.5,-42.59466,12.263197
180.5,-42.59466,12.313969
181.5,-42.59466,12.326804
182.5,-42.59466,12.318582
183.5,-42.59466,12.342798
184.5,-42.59466,12.4268
185.5,-42.59466,12.577955
186.5,-42.59466,12.775827
187.5,-42.59466,12.965007
188.5,-42.59466,13.118321
189.5,-42.59466,13.224836
190.5,-42.59466,13.287161
191.5,-42.59466,13.332656
192.5,-42.59466,13.382444
193.5,-42.59466,13.4554405
194.5,-42.59466,13.56781
195.5,-42.59466,13.738327
196.5,-42.59466,13.973001
197.5,-42.59466,14.228797
198.5,-42.59466,14.439379
199.5,-42.59466,14.545854
200.5,-42.59466,14.536639
201.5,-42.59466,14.450277
202.5,-42.59466,14.323457
203.5,-42.59466,14.181446
204.5,-42.59466,14.056515
205.5,-42.59466,13.953033
206.5,-42.59466,13.865689
207.5,-42.59466,13.794755
208.5,-42.59466,13.733933
209.5,-42.59466,13.675062
210.5,-42.59466,13.615208
211.5,-42.59466,13.5583515
212.5,-42.59466,13.50419
213.5,-42.59466,13.454174
214.5,-42.59466,13.413423
215.5,-42.59466,13.382243
216.5,-42.59466,13.359565
217.5,-42.59466,13.344148
218.5,-42.59466,13.333489
219.5,-42.59466,13.327474
220.5,-42.59466,13.324109
221.5,-42.59466,13.319991
222.5,-42.59466,13.314164
223.5,-42.59466,13.305964
224.5,-42.59466,13.29665
225.5,-42.59466,13.287402
226.5,-42.59466,13.278686
227.5,-42.59466,13.271346
228.5,-42.59466,13.265855
229.5,-42.59466,13.262271
230.5,-42.59466,13.260643
231.5,-42.59466,13.260566
232.5,-42.59466,13.260822
233.5,-42.59466,13.261607
234.5,-42.59466,13.260643
235.5,-42.59466,13.256659
236.5,-42.59466,13.250022
237.5,-42.59466,13.240363
238.5,-42.59466,13.229053
239.5,-42.59466,13.216864
240.5,-42.59466,13.205479
241.5,-42.59466,13.197918
242.5,-42.59466,13.193492
243.5,-42.59466,13.19231
244.5,-42.59466,13.194121
245.5,-42.59466,13.196678
246.5,-42.59466,13.1988325
247.5,-42.59466,13.203021
248.5,-42.59466,13.208297
249.5,-42.59466,13.210811
250.5,-42.59466,13.201495
251.5,-42.59466,13.165477
252.5,-42.59466,13.112742
253.5,-42.59466,13.055677
254.5,-42.59466,12.999976
255.5,-42.59466,12.958907
256.5,-42.59466,12.945937
257.5,-42.59466,12.959527
258.5,-42.59466,12.998423
259.5,-42.59466,13.050926
260.5,-42.59466,13.104932
261.5,-42.59466,13.152694
262.5,-42.59466,13.181699
263.5,-42.59466,13.189569
264.5,-42.59466,13.181836
265.5,-42.59466,13.161866
266.5,-42.59466,13.13347
267.5,-42.59466,13.105948
268.5,-42.59466,13.08484
269.5,-42.59466,13.077524
270.5,-42.59466,13.087092
271.5,-42.59466,13.1239395
272.5,-42.59466,13.181376
273.5,-42.59466,13.237829
274.5,-42.59466,13.29907
275.5,-42.59466,13.363124
276.5,-42.59466,13.417224
277.5,-42.59466,13.449241
278.5,-42.59466,13.469555
279.5,-42.59466,13.457836
280.5,-42.59466,13.388086
281.5,-42.59466,13.286493
282.5,-42.59466,13.140771
283.5,-42.59466,12.944434
284.5,-42.59466,12.740396
285.5,-42.59466,12.681624
296.5,-42.59466,13.54822
297.5,-42.59466,13.398836
298.5,-42.59466,13.13984
299.5,-42.59466,12.484128
300.5,-42.59466,11.531254
301.5,-42.59466,11.018582
302.5,-42.59466,10.772319
303.5,-42.59466,10.611727
304.5,-42.59466,10.529907
305.5,-42.59466,10.554765
306.5,-42.59466,10.645671
307.5,-42.59466,10.754211
308.5,-42.59466,10.835344
309.5,-42.59466,10.887692
310.5,-42.59466,10.928509
311.5,-42.59466,10.969385
312.5,-42.59466,11.016234
313.5,-42.59466,11.062316
314.5,-42.59466,11.096677
315.5,-42.59466,11.114195
316.5,-42.59466,11.112105
317.5,-42.59466,11.095299
318.5,-42.59466,11.072819
319.5,-42.59466,11.052379
320.5,-42.59466,11.043056
321.5,-42.59466,11.050667
322.5,-42.59466,11.074854
323.5,-42.59466,11.114529
324.5,-42.59466,11.1727085
325.5,-42.59466,11.250424
326.5,-42.59466,11.35396
327.5,-42.59466,11.481151
328.5,-42.59466,11.60815
329.5,-42.59466,11.69056
330.5,-42.59466,11.708062
331.5,-42.59466,11.675574
332.5,-42.59466,11.611006
333.5,-42.59466,11.52807
334.5,-42.59466,11.426246
335.5,-42.59466,11.296003
336.5,-42.59466,11.128802
337.5,-42.59466,10.911647
338.5,-42.59466,10.6319475
339.5,-42.59466,10.293451
340.5,-42.59466,9.889973
341.5,-42.59466,9.438397
342.5,-42.59466,9.008019
343.5,-42.59466,8.73204
344.5,-42.59466,8.821296
345.5,-42.59466,9.209982
346.5,-42.59466,9.83743
347.5,-42.59466,10.3860655
348.5,-42.59466,10.867225
349.5,-42.59466,11.373459
350.5,-42.59466,11.831383
351.5,-42.59466,12.150107
352.5,-42.59466,12.286694
353.5,-42.59466,12.3383
354.5,-42.59466,12.366359
355.5,-42.59466,12.367954
356.5,-42.59466,12.313457
357.5,-42.59466,12.196795
358.5,-42.59466,12.036686
359.5,-42.59466,11.882443
0.5,-42.59466,11.79495
1.5,-42.59466,11.7962475
2.5,-42.59466,11.859638
3.5,-42.59466,11.950294
4.5,-42.59466,12.022891
5.5,-42.59466,12.054464
6.5,-42.59466,12.048963
7.5,-42.59466,12.029002
8.5,-42.59466,12.018817
9.5,-42.59466,12.024911
10.5,-42.59466,12.03639
11.5,-42.59466,12.023954
12.5,-42.59466,11.9757
13.5,-42.59466,11.900724
14.5,-42.59466,11.814402
15.5,-42.59466,11.729668
16.5,-42.59466,11.652869
17.5,-42.59466,11.586992
18.5,-42.59466,11.538023
19.5,-42.59466,11.505381
20.5,-42.59466,11.483521
21.5,-42.59466,11.462047
22.5,-42.59466,11.422294
23.5,-42.59466,11.350508
24.5,-42.59466,11.252699
25.5,-42.59466,11.144371
26.5,-42.59466,11.050216
27.5,-42.59466,11.009976
28.5,-42.59466,11.025157
29.5,-42.59466,11.068094
30.5,-42.59466,11.105361
31.5,-42.59466,11.105967
32.5,-42.59466,11.063818
33.5,-42.59466,10.978986
34.5,-42.59466,10.855425
35.5,-42.59466,10.711762
36.5,-42.59466,10.562618
37.5,-42.59466,10.436414
38.5,-42.59466,10.386164
39.5,-42.59466,10.418162
40.5,-42.59466,10.532884
41.5,-42.59466,10.730899
42.5,-42.59466,10.977911
43.5,-42.59466,11.244664
44.5,-42.59466,11.48902
45.5,-42.59466,11.664737
46.5,-42.59466,11.746056
47.5,-42.59466,11.794492
48.5,-42.59466,11.853636
49.5,-42.59466,11.936828
50.5,-42.59466,12.010811
51.5,-42.59466,12.013454
52.5,-42.59466,11.951253
53.5,-42.59466,11.869953
54.5,-42.59466,11.850988
55.5,-42.59466,11.901962
56.5,-42.59466,11.992291
57.5,-42.59466,12.084442
58.5,-42.59466,12.138121
59.5,-42.59466,12.127124
60.5,-41.764656,12.831908
61.5,-41.764656,12.75579
62.5,-41.764656,12.713095
63.5,-41.764656,12.712249
64.5,-41.764656,12.757953
65.5,-41.764656,12.848414
66.5,-41.764656,12.973895
67.5,-41.764656,13.129525
68.5,-41.764656,13.297819
69.5,-41.764656,13.440535
70.5,-41.764656,13.524808
71.5,-41.764656,13.51584
72.5,-41.764656,13.411209
73.5,-41.764656,13.223211
74.5,-41.764656,12.974588
75.5,-41.764656,12.687064
76.5,-41.764656,12.408057
77.5,-41.764656,12.176517
78.5,-41.764656,12.006735
79.5,-41.764656,11.913966
80.5,-41.764656,11.894537
81.5,-41.764656,11.913767
82.5,-41.764656,11.950692
83.5,-41.764656,11.987714
84.5,-41.764656,12.0229645
85.5,-41.764656,12.056472
86.5,-41.764656,12.0857525
87.5,-41.764656,12.107413
88.5,-41.764656,12.121687
89.5,-41.764656,12.130118
90.5,-41.764656,12.136789
91.5,-41.764656,12.15316
92.5,-41.764656,12.192171
93.5,-41.764656,12.25798
94.5,-41.764656,12.348269
95.5,-41.764656,12.453993
96.5,-41.764656,12.5575695
97.5,-41.764656,12.63775
98.5,-41.764656,12.6770115
99.5,-41.764656,12.671116
100.5,-41.764656,12.628897
101.5,-41.764656,12.56457
102.5,-41.764656,12.491481
103.5,-41.764656,12.429102
104.5,-41.764656,12.390867
105.5,-41.764656,12.378621
106.5,-41.764656,12.390401
107.5,-41.764656,12.422204
108.5,-41.764656,12.47619
109.5,-41.764656,12.5551605
110.5,-41.764656,12.65679
111.5,-41.764656,12.773728
112.5,-41.764656,12.897013
113.5,-41.764656,13.011689
114.5,-41.764656,13.097661
115.5,-41.764656,13.143811
116.5,-41.764656,13.148734
117.5,-41.764656,13.125353
118.5,-41.764656,13.085699
119.5,-41.764656,13.038525
120.5,-41.764656,12.998041
121.5,-41.764656,12.974937
122.5,-41.764656,12.964056
123.5,-41.764656,12.962527
124.5,-41.764656,12.971264
125.5,-41.764656,12.987155
126.5,-41.764656,13.014478
127.5,-41.764656,13.054112
128.5,-41.764656,13.097411
129.5,-41.764656,13.149087
130.5,-41.764656,13.2083
131.5,-41.764656,13.265793
132.5,-41.764656,13.314494
133.5,-41.764656,13.355293
134.5,-41.764656,13.387416
135.5,-41.764656,13.3986025
136.5,-41.764656,13.401793
137.5,-41.764656,13.411726
138.5,-41.764656,13.438471
139.5,-41.764656,13.4943285
140.5,-41.764656,13.594133
141.5,-41.764656,13.752715
142.5,-41.764656,13.965526
143.5,-41.764656,14.291947
144.5,-41.764656,14.522296
148.5,-41.764656,14.319618
149.5,-41.764656,13.888828
150.5,-41.764656,13.419749
151.5,-41.764656,13.368307
152.5,-41.764656,13.574941
153.5,-41.764656,13.861053
154.5,-41.764656,14.003504
155.5,-41.764656,13.977867
156.5,-41.764656,13.879152
157.5,-41.764656,13.77438
158.5,-41.764656,13.695018
159.5,-41.764656,13.639015
160.5,-41.764656,13.59547
161.5,-41.764656,13.544499
162.5,-41.764656,13.48082
163.5,-41.764656,13.430615
164.5,-41.764656,13.400569
165.5,-41.764656,13.403668
166.5,-41.764656,13.450023
167.5,-41.764656,13.528931
168.5,-41.764656,13.635585
169.5,-41.764656,13.772248
170.5,-41.764656,13.982843
176.5,-41.764656,13.329178
177.5,-41.764656,13.098362
178.5,-41.764656,13.0247755
179.5,-41.764656,13.135603
180.5,-41.764656,13.259482
181.5,-41.764656,13.277334
182.5,-41.764656,13.25244
183.5,-41.764656,13.269792
184.5,-41.764656,13.364125
185.5,-41.764656,13.53346
186.5,-41.764656,13.739088
187.5,-41.764656,13.91663
188.5,-41.764656,14.035552
189.5,-41.764656,14.091938
190.5,-41.764656,14.1038265
191.5,-41.764656,14.1088505
192.5,-41.764656,14.13318
193.5,-41.764656,14.19209
194.5,-41.764656,14.298148
195.5,-41.764656,14.454908
196.5,-41.764656,14.648208
197.5,-41.764656,14.831981
198.5,-41.764656,14.958184
199.5,-41.764656,14.99409
200.5,-41.764656,14.936849
201.5,-41.764656,14.8186455
202.5,-41.764656,14.667441
203.5,-41.764656,14.509557
204.5,-41.764656,14.380235
205.5,-41.764656,14.278384
206.5,-41.764656,14.195142
207.5,-41.764656,14.128565
208.5,-41.764656,14.071797
209.5,-41.764656,14.015649
210.5,-41.764656,13.9580765
211.5,-41.764656,13.904494
212.5,-41.764656,13.853759
213.5,-41.764656,13.808003
214.5,-41.764656,13.77346
215.5,-41.764656,13.749192
216.5,-41.764656,13.734022
217.5,-41.764656,13.726784
218.5,-41.764656,13.722892
219.5,-41.764656,13.722312
220.5,-41.764656,13.722595
221.5,-41.764656,13.721604
222.5,-41.764656,13.717912
223.5,-41.764656,13.71073
224.5,-41.764656,13.701094
225.5,-41.764656,13.692476
226.5,-41.764656,13.68508
227.5,-41.764656,13.679456
228.5,-41.764656,13.676333
229.5,-41.764656,13.675325
230.5,-41.764656,13.676912
231.5,-41.764656,13.679162
232.5,-41.764656,13.68071
233.5,-41.764656,13.68172
234.5,-41.764656,13.679833
235.5,-41.764656,13.674452
236.5,-41.764656,13.667421
237.5,-41.764656,13.658867
238.5,-41.764656,13.649641
239.5,-41.764656,13.641305
240.5,-41.764656,13.634276
241.5,-41.764656,13.63117
242.5,-41.764656,13.630641
243.5,-41.764656,13.632609
244.5,-41.764656,13.636723
245.5,-41.764656,13.640669
246.5,-41.764656,13.643864
247.5,-41.764656,13.647923
248.5,-41.764656,13.652948
249.5,-41.764656,13.653333
250.5,-41.764656,13.63807
251.5,-41.764656,13.596172
252.5,-41.764656,13.539984
253.5,-41.764656,13.481765
254.5,-41.764656,13.430546
255.5,-41.764656,13.401596
256.5,-41.764656,13.403625
257.5,-41.764656,13.431775
258.5,-41.764656,13.481783
259.5,-41.764656,13.540615
260.5,-41.764656,13.596942
261.5,-41.764656,13.640976
262.5,-41.764656,13.661592
263.5,-41.764656,13.662308
264.5,-41.764656,13.644803
265.5,-41.764656,13.614926
266.5,-41.764656,13.581717
267.5,-41.764656,13.551934
268.5,-41.764656,13.530714
269.5,-41.764656,13.525915
270.5,-41.764656,13.539064
271.5,-41.764656,13.578327
272.5,-41.764656,13.636016
273.5,-41.764656,13.691333
274.5,-41.764656,13.7476425
275.5,-41.764656,13.801845
276.5,-41.764656,13.844978
277.5,-41.764656,13.872818
278.5,-41.764656,13.886608
279.5,-41.764656,13.867051
280.5,-41.764656,13.7922
281.5,-41.764656,13.68603
282.5,-41.764656,13.546724
283.5,-41.764656,13.365675
284.5,-41.764656,13.166539
285.5,-41.764656,13.059242
296.5,-41.764656,14.073843
297.5,-41.764656,13.98346
298.5,-41.764656,13.754915
299.5,-41.764656,13.305354
300.5,-41.764656,12.425598
301.5,-41.764656,11.765747
302.5,-41.764656,11.448516
